,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
21,1.2620199,1.4361625,-0.8951623,-2.4964027,-8.080227,3.2435393,3.034795,2.4310825,0.19806714,-4.753103,1.6511692,-5.9398065,4.7258763,-4.066038,-4.6053877,3.760286
22,1.2985349,1.5370004,-0.9411377,-2.701241,-8.114473,3.1270437,3.1728845,2.29653,0.3288519,-4.9719315,1.7626076,-6.1668186,4.610826,-4.0954604,-4.47783,3.8764055
23,1.2985349,1.5370004,-0.9411377,-2.701241,-8.114473,3.1270437,3.1728845,2.2965298,0.3288519,-4.9719315,1.7626075,-6.1668186,4.6108265,-4.0954604,-4.4778295,3.8764055
24,1.2985349,1.5370005,-0.9411377,-2.701241,-8.114473,3.1270437,3.1728845,2.29653,0.3288519,-4.9719315,1.7626075,-6.1668186,4.610826,-4.0954604,-4.4778295,3.8764052
25,1.2985349,1.5370004,-0.9411377,-2.701241,-8.114473,3.1270435,3.1728845,2.29653,0.32885188,-4.971931,1.7626076,-6.1668186,4.610826,-4.0954604,-4.4778295,3.8764055
26,1.2985349,1.5370004,-0.94113773,-2.701241,-8.114473,3.1270437,3.1728845,2.2965302,0.32885188,-4.971931,1.7626076,-6.1668186,4.610826,-4.0954604,-4.477829,3.8764055
27,1.2985349,1.5370005,-0.9411377,-2.701241,-8.114473,3.1270437,3.1728845,2.2965302,0.3288519,-4.9719315,1.7626076,-6.1668186,4.610826,-4.09546,-4.4778295,3.8764055
28,1.298535,1.5370005,-0.9411376,-2.701241,-8.114473,3.1270437,3.1728845,2.29653,0.3288519,-4.971931,1.7626076,-6.1668186,4.610826,-4.0954604,-4.4778295,3.8764055
29,1.298535,1.5370005,-0.9411376,-2.701241,-8.114472,3.1270437,3.1728845,2.2965302,0.3288519,-4.971931,1.7626077,-6.166819,4.610826,-4.09546,-4.4778295,3.8764055
30,1.2985351,1.5370004,-0.9411377,-2.701241,-8.114472,3.1270437,3.1728845,2.2965302,0.32885197,-4.9719315,1.7626077,-6.166819,4.610826,-4.0954604,-4.4778295,3.8764052
31,1.2985351,1.5370004,-0.9411376,-2.701241,-8.114472,3.1270437,3.1728845,2.2965298,0.32885197,-4.9719315,1.7626076,-6.166819,4.610826,-4.0954604,-4.4778285,3.8764052
32,1.298535,1.5370004,-0.9411377,-2.701241,-8.114472,3.1270437,3.1728845,2.2965298,0.32885194,-4.971931,1.7626076,-6.1668186,4.6108265,-4.0954604,-4.4778295,3.8764052
33,1.2985349,1.5370004,-0.9411377,-2.701241,-8.114473,3.1270437,3.1728845,2.29653,0.32885197,-4.9719305,1.7626077,-6.166819,4.610826,-4.09546,-4.47783,3.8764055
34,1.298535,1.5370004,-0.94113773,-2.7012408,-8.114473,3.1270437,3.1728845,2.2965298,0.32885197,-4.971931,1.7626076,-6.166819,4.6108265,-4.09546,-4.4778295,3.8764055
35,1.2985349,1.5370004,-0.94113773,-2.7012408,-8.114473,3.1270437,3.1728845,2.29653,0.328852,-4.9719315,1.7626077,-6.166819,4.6108265,-4.0954604,-4.47783,3.8764052
36,1.298535,1.5370004,-0.94113773,-2.7012408,-8.114472,3.1270437,3.1728845,2.2965298,0.328852,-4.971931,1.7626077,-6.166819,4.6108265,-4.09546,-4.477829,3.8764052
37,1.298535,1.5370005,-0.9411377,-2.7012408,-8.114472,3.1270437,3.1728845,2.2965298,0.32885197,-4.971931,1.7626076,-6.166819,4.6108265,-4.09546,-4.4778295,3.8764052
38,1.2985351,1.5370004,-0.9411377,-2.7012408,-8.114472,3.1270437,3.1728845,2.29653,0.328852,-4.971931,1.7626076,-6.1668186,4.610826,-4.0954604,-4.4778295,3.8764052
39,1.298535,1.5370004,-0.9411377,-2.701241,-8.114472,3.1270437,3.1728845,2.29653,0.328852,-4.9719315,1.7626076,-6.1668186,4.610826,-4.0954604,-4.4778295,3.8764052
40,1.298535,1.5370004,-0.9411376,-2.701241,-8.114472,3.1270437,3.1728845,2.29653,0.32885197,-4.9719315,1.7626076,-6.166819,4.6108265,-4.0954604,-4.477829,3.8764052
41,1.298535,1.5370004,-0.9411377,-2.701241,-8.114472,3.1270437,3.1728845,2.29653,0.32885197,-4.971931,1.7626076,-6.166819,4.610826,-4.09546,-4.47783,3.8764052
42,1.298535,1.5370004,-0.9411377,-2.701241,-8.114472,3.1270437,3.1728845,2.29653,0.3288519,-4.971931,1.7626076,-6.1668186,4.610826,-4.0954604,-4.477829,3.8764052
43,1.298535,1.5370004,-0.9411376,-2.701241,-8.114472,3.1270437,3.1728842,2.2965302,0.3288519,-4.9719315,1.7626076,-6.1668186,4.610826,-4.0954604,-4.47783,3.8764052
44,1.298535,1.5370004,-0.9411376,-2.701241,-8.114473,3.1270437,3.1728845,2.29653,0.32885194,-4.9719315,1.7626077,-6.1668186,4.610826,-4.09546,-4.4778304,3.8764052
45,1.2985349,1.5370004,-0.94113773,-2.7012413,-8.114473,3.1270437,3.1728845,2.29653,0.32885194,-4.9719305,1.7626077,-6.166819,4.610826,-4.0954604,-4.47783,3.8764052
46,1.2985349,1.5370005,-0.9411377,-2.701241,-8.114473,3.1270437,3.1728845,2.29653,0.32885194,-4.971931,1.7626076,-6.166819,4.610826,-4.0954604,-4.47783,3.8764055
47,1.2985349,1.5370004,-0.9411376,-2.701241,-8.114473,3.1270437,3.1728845,2.2965298,0.32885194,-4.971931,1.7626077,-6.166819,4.6108265,-4.0954604,-4.47783,3.8764055
48,1.2985352,1.5370004,-0.94113773,-2.701241,-8.114473,3.1270437,3.1728845,2.29653,0.328852,-4.971931,1.7626077,-6.166819,4.610826,-4.09546,-4.47783,3.8764055
49,1.2985351,1.5370005,-0.94113773,-2.701241,-8.114473,3.1270437,3.1728847,2.29653,0.32885197,-4.971931,1.7626076,-6.166819,4.610826,-4.09546,-4.47783,3.8764052
50,1.2985351,1.5370005,-0.9411377,-2.701241,-8.114473,3.1270437,3.1728845,2.2965298,0.32885197,-4.9719305,1.7626076,-6.1668186,4.610826,-4.0954604,-4.477829,3.8764055
51,1.2985349,1.5370004,-0.9411377,-2.701241,-8.114473,3.1270437,3.1728845,2.29653,0.3288519,-4.971931,1.7626076,-6.1668186,4.610826,-4.0954604,-4.477829,3.8764055
52,1.2985351,1.5370004,-0.94113773,-2.701241,-8.114473,3.1270437,3.1728845,2.29653,0.32885194,-4.971931,1.7626076,-6.1668186,4.610826,-4.0954604,-4.4778295,3.8764052
53,1.298535,1.5370005,-0.94113773,-2.701241,-8.114473,3.1270437,3.1728845,2.29653,0.32885197,-4.971931,1.7626077,-6.1668186,4.610826,-4.0954604,-4.47783,3.8764055
54,2.1800225,0.52860534,-5.148114,-3.640276,-2.7509334,4.282608,-0.31834555,2.4279172,3.0293102,-0.9459095,-2.3266768,-7.9250727,-1.7946682,-6.584443,-7.113369,4.700837
55,1.8499761,-0.92203826,-6.786146,-2.4874802,5.044117,2.9731946,-4.0832186,1.0747449,4.2601876,4.2055364,-5.5520787,-5.0794573,-7.9858294,-5.386587,-5.754593,2.7715333
56,1.8499761,-0.92203826,-6.786146,-2.4874802,5.044117,2.9731946,-4.083218,1.074745,4.2601886,4.2055364,-5.5520787,-5.0794573,-7.9858294,-5.386587,-5.754593,2.7715333
57,1.8499762,-0.9220383,-6.786146,-2.4874802,5.044117,2.9731946,-4.083218,1.074745,4.2601886,4.2055364,-5.5520787,-5.0794573,-7.9858294,-5.386587,-5.7545934,2.7715333
58,1.8499761,-0.9220383,-6.786146,-2.4874802,5.044117,2.9731946,-4.0832176,1.074745,4.260188,4.205537,-5.5520787,-5.079457,-7.9858294,-5.386587,-5.754594,2.7715333
59,1.8499761,-0.9220383,-6.786146,-2.4874804,5.044117,2.9731946,-4.083218,1.074745,4.260188,4.205537,-5.5520787,-5.079457,-7.9858294,-5.386587,-5.7545934,2.7715333
60,1.8499761,-0.9220383,-6.786146,-2.4874802,5.0441175,2.9731946,-4.083218,1.074745,4.260188,4.205537,-5.5520787,-5.079457,-7.9858294,-5.386587,-5.7545934,2.7715333
61,1.8499761,-0.9220383,-6.786146,-2.4874802,5.0441175,2.9731946,-4.0832176,1.074745,4.260188,4.205537,-5.5520787,-5.079457,-7.9858294,-5.3865876,-5.7545934,2.7715333
62,1.8499761,-0.9220383,-6.786146,-2.4874804,5.044117,2.9731946,-4.0832176,1.074745,4.2601886,4.205537,-5.5520787,-5.079457,-7.9858294,-5.386587,-5.7545934,2.7715333
63,1.8499761,-0.9220383,-6.786146,-2.4874804,5.044117,2.9731946,-4.0832176,1.074745,4.2601886,4.205537,-5.5520787,-5.079457,-7.9858294,-5.386587,-5.7545934,2.7715335
64,1.8499761,-0.92203826,-6.786146,-2.4874804,5.044117,2.9731946,-4.083218,1.074745,4.2601886,4.205537,-5.5520787,-5.079457,-7.9858294,-5.386587,-5.7545934,2.7715333
65,1.849976,-0.92203826,-6.786146,-2.4874804,5.044117,2.9731946,-4.083218,1.074745,4.260188,4.2055364,-5.552079,-5.079457,-7.9858294,-5.3865876,-5.7545934,2.7715335
66,1.849976,-0.92203826,-6.786146,-2.4874804,5.044117,2.9731946,-4.083218,1.074745,4.2601886,4.205537,-5.5520787,-5.079457,-7.9858294,-5.386587,-5.7545934,2.7715335
67,1.8499761,-0.9220383,-6.786146,-2.4874804,5.044117,2.9731946,-4.0832186,1.074745,4.260189,4.205537,-5.5520787,-5.079457,-7.9858294,-5.3865876,-5.7545934,2.7715335
68,1.8499761,-0.92203826,-6.786146,-2.4874804,5.044117,2.9731946,-4.083218,1.074745,4.2601876,4.205537,-5.552079,-5.079457,-7.9858294,-5.386587,-5.7545934,2.7715335
69,1.8499761,-0.92203826,-6.786146,-2.4874804,5.044117,2.9731946,-4.0832176,1.074745,4.2601886,4.205537,-5.5520787,-5.079457,-7.9858294,-5.386587,-5.7545934,2.7715335
70,1.8499761,-0.92203826,-6.786146,-2.4874802,5.044117,2.9731946,-4.083218,1.074745,4.2601886,4.205537,-5.5520787,-5.079457,-7.9858294,-5.3865876,-5.7545934,2.7715335
71,1.8499761,-0.9220383,-6.786146,-2.4874802,5.044117,2.9731946,-4.083218,1.074745,4.2601886,4.205537,-5.5520787,-5.079457,-7.9858294,-5.3865876,-5.7545934,2.7715335
72,1.8499761,-0.9220383,-6.7861466,-2.4874804,5.044117,2.9731946,-4.0832176,1.074745,4.2601886,4.205537,-5.552079,-5.079457,-7.9858294,-5.386587,-5.754594,2.7715337
73,1.8499761,-0.92203826,-6.7861466,-2.4874804,5.044117,2.9731946,-4.083218,1.074745,4.2601876,4.205537,-5.5520787,-5.079457,-7.9858294,-5.386587,-5.754594,2.7715335
74,1.8499761,-0.92203826,-6.786146,-2.4874804,5.044117,2.9731946,-4.0832176,1.0747449,4.2601876,4.205537,-5.552079,-5.079457,-7.9858294,-5.386587,-5.7545934,2.7715333
75,1.8499761,-0.92203826,-6.786146,-2.4874804,5.044117,2.9731946,-4.0832186,1.074745,4.2601876,4.205537,-5.5520787,-5.079457,-7.9858294,-5.386587,-5.754594,2.7715335
76,1.8499761,-0.92203826,-6.786146,-2.4874804,5.044117,2.9731946,-4.083218,1.074745,4.260188,4.205537,-5.5520787,-5.079457,-7.9858294,-5.386587,-5.7545934,2.7715335
77,1.8499761,-0.92203826,-6.786146,-2.4874802,5.044117,2.9731946,-4.0832176,1.074745,4.2601876,4.205537,-5.5520787,-5.079457,-7.9858294,-5.386587,-5.7545934,2.7715335
78,0.5794602,0.092579395,-4.9560456,-1.9799228,4.2279587,2.3679473,-3.8027663,0.42505768,3.518944,2.9527197,-4.1470046,-3.7251718,-5.9986124,-4.224008,-4.687511,2.1141417
79,0.5794602,0.09257935,-4.9560456,-1.9799228,4.2279587,2.3679473,-3.8027668,0.42505768,3.5189438,2.9527197,-4.1470046,-3.7251718,-5.9986124,-4.224008,-4.687511,2.114142
80,0.57946026,0.092579365,-4.956046,-1.9799228,4.2279587,2.3679473,-3.802767,0.42505762,3.518944,2.9527197,-4.147005,-3.725172,-5.9986124,-4.224008,-4.687511,2.114142
81,-1.425011,1.3514086,0.40232715,-0.27655783,0.5184156,0.16165586,-0.9832177,-0.701895,0.46373558,-0.52174354,0.17785162,0.22319083,0.16696578,-0.18199095,-0.45417842,-0.010665027
82,-1.425011,1.3514086,0.40232718,-0.2765579,0.5184156,0.16165587,-0.9832176,-0.70189506,0.46373558,-0.52174354,0.17785162,0.22319081,0.1669658,-0.18199092,-0.45417845,-0.010665035
83,-1.425011,1.3514086,0.40232718,-0.2765579,0.5184156,0.16165587,-0.9832176,-0.70189506,0.46373558,-0.52174354,0.17785162,0.22319081,0.1669658,-0.18199092,-0.45417845,-0.010665035
84,-1.425011,1.3514086,0.40232715,-0.27655783,0.5184156,0.16165586,-0.9832177,-0.701895,0.46373558,-0.5217435,0.17785162,0.22319083,0.16696581,-0.18199095,-0.45417842,-0.010665024
85,-1.425011,1.3514086,0.40232715,-0.27655783,0.5184156,0.16165586,-0.9832177,-0.701895,0.46373558,-0.5217435,0.17785162,0.22319083,0.16696581,-0.18199095,-0.45417842,-0.010665024
86,-1.4250109,1.3514086,0.40232715,-0.27655783,0.5184156,0.16165586,-0.9832177,-0.70189506,0.46373555,-0.52174354,0.17785162,0.22319083,0.16696581,-0.18199095,-0.45417842,-0.010665027
87,-1.4250109,1.3514086,0.40232715,-0.27655783,0.5184156,0.16165586,-0.9832177,-0.70189506,0.46373555,-0.52174354,0.17785162,0.22319083,0.16696581,-0.18199095,-0.45417842,-0.010665027
88,-1.4925364,1.4346,0.48755217,-0.271279,0.52162,0.12858717,-1.0414903,-0.75743,0.42533618,-0.5919392,0.2085588,0.29918674,0.2662303,-0.139984,-0.37981707,-0.05988456
89,-1.4925364,1.4346,0.48755217,-0.271279,0.52162,0.12858717,-1.0414903,-0.75743,0.42533618,-0.5919392,0.2085588,0.29918674,0.2662303,-0.139984,-0.37981707,-0.05988456
90,-1.4925364,1.4346,0.48755217,-0.271279,0.52162,0.12858719,-1.0414904,-0.75743,0.42533618,-0.5919392,0.2085588,0.29918677,0.2662303,-0.13998401,-0.3798171,-0.059884563
91,-1.4925364,1.4346,0.48755217,-0.271279,0.52162,0.12858719,-1.0414904,-0.75743,0.42533618,-0.5919392,0.2085588,0.29918674,0.2662303,-0.13998401,-0.37981707,-0.059884563
92,-1.4925363,1.4346001,0.4875522,-0.27127904,0.52162,0.12858717,-1.0414903,-0.75742996,0.4253362,-0.5919392,0.2085588,0.2991867,0.2662303,-0.13998401,-0.37981707,-0.059884578
93,-1.4925363,1.4346001,0.4875522,-0.27127904,0.52162,0.12858717,-1.0414903,-0.75742996,0.4253362,-0.5919392,0.2085588,0.2991867,0.2662303,-0.13998401,-0.37981707,-0.059884578
94,-1.1337116,1.0550911,0.7186915,0.026854023,0.1466269,-0.07543617,-0.6464513,-0.5724947,0.04449538,-0.61585194,0.42264318,0.5480664,0.6668888,0.21437174,0.054143626,-0.22375081
95,-1.6772332,0.40833932,-0.18096572,-1.8807791,-0.0076258117,-0.21089897,0.81859994,-0.57492644,0.9673555,0.50897384,0.3348212,1.1316011,1.1825804,-0.20613225,0.6336823,-0.6237666
96,-1.6772332,0.40833938,-0.18096569,-1.8807793,-0.007625807,-0.21089897,0.81859994,-0.5749264,0.9673556,0.5089738,0.33482116,1.1316012,1.1825805,-0.20613225,0.63368237,-0.6237666
97,-1.7272085,0.34776297,-0.26310778,-2.0466719,-0.022249896,-0.22424261,0.9520543,-0.57713467,1.0520918,0.612118,0.33899474,1.1934884,1.2350984,-0.24419267,0.68755466,-0.65551966
98,-1.3594781,-0.21847051,-0.76335716,-2.4803603,-0.08702786,-0.22261375,1.4979506,-0.34813914,1.2271544,1.0957553,0.11009731,1.0638896,1.0490043,-0.44398624,0.7907768,-0.6561998
99,-1.3594782,-0.21847051,-0.76335716,-2.4803605,-0.087027855,-0.22261377,1.4979506,-0.34813914,1.2271544,1.0957552,0.11009732,1.0638895,1.0490043,-0.44398624,0.79077667,-0.65619975
100,-1.3594782,-0.21847051,-0.7633571,-2.4803603,-0.087027855,-0.22261377,1.4979506,-0.3481391,1.2271544,1.0957553,0.11009732,1.0638896,1.0490043,-0.44398624,0.7907768,-0.65619975
101,-1.3594782,-0.21847051,-0.7633571,-2.4803603,-0.08702786,-0.22261377,1.4979504,-0.34813914,1.2271544,1.0957553,0.11009732,1.0638896,1.0490043,-0.44398624,0.7907768,-0.6561998
102,-1.0990679,-0.96898586,-1.1455209,-2.164543,0.474642,-0.7428244,2.1481173,-0.49299812,1.2834969,1.4906281,0.2389417,1.6179466,1.4452487,-1.2871277,0.8553197,-0.0066571627
103,-1.0990679,-0.96898586,-1.1455209,-2.164543,0.47464207,-0.7428244,2.148117,-0.49299815,1.2834969,1.490628,0.2389417,1.6179467,1.4452485,-1.2871276,0.85531974,-0.006657133
104,-1.0990679,-0.9689858,-1.1455209,-2.164543,0.4746421,-0.7428244,2.1481173,-0.49299812,1.2834969,1.490628,0.23894168,1.6179466,1.4452486,-1.2871277,0.8553197,-0.006657131
105,-1.0990678,-0.9689858,-1.1455208,-2.164543,0.4746421,-0.7428243,2.1481173,-0.4929981,1.283497,1.4906279,0.23894171,1.6179467,1.4452486,-1.2871277,0.8553197,-0.006657131
106,-1.0990678,-0.9689858,-1.1455208,-2.164543,0.4746421,-0.7428243,2.1481173,-0.49299812,1.2834969,1.490628,0.23894171,1.6179466,1.4452487,-1.2871279,0.8553196,-0.006657116
107,-1.0990678,-0.9689858,-1.1455208,-2.1645427,0.4746421,-0.7428243,2.1481173,-0.4929981,1.2834969,1.490628,0.23894171,1.6179467,1.4452487,-1.2871277,0.8553196,-0.006657116
108,-1.0990679,-0.9689858,-1.145521,-2.164543,0.47464207,-0.7428244,2.148117,-0.49299812,1.283497,1.4906278,0.23894171,1.6179467,1.4452487,-1.2871279,0.85531974,-0.0066571645
109,-1.0990679,-0.9689858,-1.1455209,-2.164543,0.47464207,-0.7428244,2.148117,-0.49299812,1.283497,1.4906278,0.23894171,1.6179467,1.4452487,-1.287128,0.85531974,-0.00665712
110,-1.0990679,-0.96898586,-1.145521,-2.1645427,0.47464204,-0.7428244,2.148117,-0.49299812,1.283497,1.4906278,0.2389417,1.6179467,1.4452487,-1.287128,0.8553197,-0.006657159
111,-1.047318,-1.0832332,-1.2277871,-2.2160447,0.4636765,-0.75848615,2.2738795,-0.4585574,1.316256,1.5848411,0.23205939,1.6346527,1.4439479,-1.3309884,0.8731869,0.0157574
112,-0.9359662,-1.3662889,-1.4413323,-2.3322334,0.44784462,-0.7984679,2.5710475,-0.40332064,1.4137508,1.8178878,0.26855728,1.7328943,1.491774,-1.465074,0.9303266,0.09270553
113,-0.9359662,-1.3662888,-1.4413323,-2.3322334,0.44784462,-0.7984679,2.5710475,-0.40332064,1.4137508,1.8178878,0.26855728,1.7328943,1.491774,-1.465074,0.9303266,0.09270556
114,-0.9359662,-1.3662888,-1.4413323,-2.3322334,0.44784462,-0.79846793,2.5710475,-0.40332064,1.4137508,1.8178877,0.26855728,1.7328943,1.491774,-1.4650741,0.9303266,0.09270555
115,-0.9359662,-1.3662888,-1.4413323,-2.3322334,0.44784462,-0.79846793,2.5710475,-0.40332064,1.4137508,1.8178877,0.26855728,1.7328944,1.4917741,-1.4650741,0.9303266,0.09270555
116,-0.9359662,-1.3662887,-1.4413323,-2.332233,0.44784465,-0.79846793,2.5710475,-0.40332064,1.4137509,1.8178877,0.26855728,1.7328944,1.4917741,-1.4650741,0.9303267,0.09270555
117,-0.9359662,-1.3662887,-1.4413323,-2.3322332,0.44784462,-0.79846793,2.5710475,-0.40332064,1.4137508,1.8178877,0.26855728,1.7328944,1.4917741,-1.465074,0.9303266,0.09270558
118,1.1478359,-2.2375097,-0.7810347,2.976936,2.91235,-2.4831772,0.95411223,-0.98261446,-0.6892636,-0.13381407,1.5682849,2.2548728,2.7323663,-4.5000653,-0.20875803,3.4923906
119,1.1478359,-2.2375097,-0.7810347,2.976936,2.91235,-2.4831774,0.95411223,-0.98261446,-0.6892636,-0.13381405,1.5682849,2.2548728,2.7323663,-4.5000653,-0.20875803,3.4923906
120,1.1478361,-2.2375097,-0.78103477,2.9769359,2.91235,-2.4831774,0.9541121,-0.98261446,-0.6892635,-0.13381404,1.568285,2.254873,2.7323663,-4.5000653,-0.20875804,3.4923906
121,1.1478361,-2.2375097,-0.7810347,2.9769359,2.91235,-2.4831772,0.9541121,-0.98261446,-0.6892636,-0.13381404,1.568285,2.254873,2.7323663,-4.5000653,-0.20875804,3.4923909
122,1.147836,-2.2375097,-0.7810347,2.976936,2.91235,-2.4831772,0.9541121,-0.98261434,-0.6892636,-0.13381404,1.568285,2.254873,2.7323663,-4.5000653,-0.20875803,3.4923909
123,1.1478359,-2.2375097,-0.7810347,2.9769356,2.91235,-2.4831772,0.95411223,-0.98261446,-0.6892636,-0.13381404,1.568285,2.254873,2.7323663,-4.5000653,-0.20875803,3.4923906
124,1.147836,-2.23751,-0.78103477,2.976936,2.9123497,-2.4831772,0.95411223,-0.9826145,-0.6892636,-0.13381407,1.568285,2.254873,2.7323663,-4.5000653,-0.20875804,3.4923906
125,1.147836,-2.23751,-0.78103477,2.976936,2.9123497,-2.4831772,0.95411223,-0.9826145,-0.6892636,-0.133814,1.568285,2.254873,2.7323663,-4.5000653,-0.20875804,3.4923906
126,1.147836,-2.2375097,-0.7810347,2.9769356,2.91235,-2.4831774,0.95411223,-0.9826145,-0.6892635,-0.13381404,1.568285,2.254873,2.7323663,-4.5000653,-0.20875803,3.4923906
127,1.147836,-2.2375097,-0.7810347,2.9769356,2.91235,-2.4831772,0.95411223,-0.9826145,-0.6892635,-0.13381402,1.568285,2.2548733,2.7323663,-4.5000653,-0.20875803,3.4923909
128,1.1478359,-2.2375097,-0.78103465,2.9769356,2.91235,-2.4831774,0.9541124,-0.9826145,-0.6892636,-0.1338141,1.568285,2.2548733,2.7323663,-4.5000653,-0.20875803,3.4923909
129,1.147836,-2.2375097,-0.7810347,2.9769359,2.91235,-2.4831774,0.9541124,-0.98261446,-0.6892635,-0.13381402,1.568285,2.254873,2.7323663,-4.5000653,-0.20875803,3.4923909
130,2.2127476,-1.9421144,0.041255165,5.619969,3.474315,-2.637617,-0.5329293,-0.9899819,-1.9169778,-1.3972927,1.6641326,1.6266301,2.2938676,-4.672127,-0.976827,4.5090814
131,2.2127476,-1.9421144,0.041255165,5.619969,3.474315,-2.637617,-0.5329293,-0.9899819,-1.9169778,-1.3972927,1.6641326,1.6266301,2.2938676,-4.672127,-0.976827,4.5090814
132,2.2127473,-1.9421144,0.04125517,5.619969,3.474315,-2.6376169,-0.53292936,-0.9899819,-1.9169779,-1.3972929,1.6641326,1.6266301,2.2938676,-4.672127,-0.976827,4.5090814
133,2.2127473,-1.9421144,0.04125517,5.619969,3.474315,-2.6376169,-0.53292936,-0.9899819,-1.9169779,-1.3972929,1.6641326,1.6266301,2.2938676,-4.672127,-0.976827,4.5090814
134,2.2127476,-1.9421144,0.041255176,5.619969,3.474315,-2.637617,-0.53292936,-0.9899819,-1.9169779,-1.3972929,1.6641325,1.6266301,2.2938676,-4.672127,-0.9768271,4.5090814
135,2.2127476,-1.9421144,0.041255172,5.619969,3.474315,-2.637617,-0.5329293,-0.9899819,-1.9169779,-1.3972929,1.6641325,1.6266301,2.2938676,-4.672127,-0.97682697,4.509082
